problem, generation, min, mean, stdev, max
jp50, 69, 2, 131158.13, 132134.28, 856.89, 139494.36
jp50, 70, 2, 131691.78, 132481.17, 1405.64, 141594.86
jp50, 71, 2, 131878.49, 132785.13, 1863.06, 141594.86
jp50, 72, 2, 131951.67, 133296.17, 2826.11, 148472.27
jp50, 73, 2, 131967.73, 133776.93, 3091.52, 148472.27
jp50, 74, 2, 132433.82, 134873.13, 4556.86, 153483.36
jp50, 75, 2, 132433.82, 136131.46, 5305.36, 153483.36
jp50, 76, 2, 132433.82, 138195.98, 6217.02, 155186.91
jp50, 77, 2, 132433.82, 140157.79, 6498.86, 155186.91
jp50, 78, 2, 132958.37, 143017.78, 6073.63, 155186.91
jp50, 79, 2, 137760.11, 145929.75, 5131.70, 156506.11
jp50, 80, 2, 141065.35, 148650.91, 3983.12, 156506.11
jp50, 81, 2, 145029.25, 150602.10, 3222.09, 156506.11
jp50, 82, 2, 147976.70, 151992.13, 2754.81, 158045.21
jp50, 83, 2, 148322.24, 152904.82, 2397.70, 158045.21
jp50, 84, 2, 149843.08, 153757.74, 1676.68, 158045.21
jp50, 85, 2, 152658.27, 154701.15, 1467.69, 158325.06
jp50, 86, 2, 153483.36, 155199.51, 1503.75, 158325.06
jp50, 87, 2, 153483.36, 155640.86, 1489.95, 158325.06
jp50, 88, 2, 153800.17, 156036.55, 1402.19, 158325.06
jp50, 89, 2, 154417.36, 156469.83, 1210.91, 158325.06
jp50, 90, 2, 155186.91, 156935.81, 1095.48, 158325.06
jp50, 91, 2, 155605.93, 157295.17, 962.27, 158669.52
jp50, 92, 2, 156174.81, 157602.91, 843.93, 158669.52
jp50, 93, 2, 156506.11, 157898.25, 665.56, 158669.52
jp50, 94, 2, 156506.11, 158113.78, 439.88, 158669.52
jp50, 95, 2, 157632.41, 158272.31, 228.58, 158669.52
jp50, 0, 3, -843176.76, -553361.98, 126957.62, -0.00
jp50, 1, 3, -703174.23, -520517.21, 112215.90, -0.00
jp50, 2, 3, -677403.90, -503479.40, 108505.85, -0.00
jp50, 3, 3, -633874.85, -474070.64, 101453.37, -0.00
jp50, 4, 3, -614395.92, -455161.92, 94790.46, -0.00
jp50, 5, 3, -564765.03, -432253.77, 90925.47, -0.00
jp50, 6, 3, -540877.66, -407652.72, 95961.67, -0.00
jp50, 7, 3, -503850.03, -370398.59, 95716.20, -0.00
jp50, 8, 3, -452475.34, -338182.06, 93090.67, -0.00
jp50, 9, 3, -421656.04, -309896.05, 88745.77, -0.00
jp50, 10, 3, -391613.54, -282126.30, 92299.23, 36609.19
jp50, 11, 3, -370851.89, -261148.74, 86571.50, 36609.19
jp50, 12, 3, -296665.23, -242895.91, 82647.75, 36609.19
jp50, 13, 3, -289469.11, -235362.59, 85580.25, 36609.19
jp50, 14, 3, -286222.78, -212097.30, 97978.32, 36609.19
jp50, 15, 3, -275652.82, -177619.72, 111346.49, 50458.81
jp50, 16, 3, -269291.18, -143796.04, 114510.51, 55464.05
jp50, 17, 3, -250167.29, -91442.09, 105814.46, 55464.05
jp50, 18, 3, -231326.22, -41057.18, 79754.38, 60566.50
jp50, 19, 3, -123863.90, -4621.88, 48773.97, 80613.49
jp50, 20, 3, -41531.31, 19364.18, 24946.56, 80613.49
jp50, 21, 3, -0.00, 29918.52, 23484.21, 96358.05
jp50, 22, 3, -0.00, 40804.26, 20058.69, 96358.05
jp50, 23, 3, 24731.77, 51007.97, 17963.87, 96358.05
jp50, 24, 3, 35286.46, 59181.42, 17683.49, 110011.50
jp50, 25, 3, 41701.33, 67682.61, 16608.54, 114355.26
jp50, 26, 3, 51516.87, 73586.18, 15022.73, 114355.26
jp50, 27, 3, 61387.59, 80144.55, 13361.94, 114355.26
jp50, 28, 3, 67043.26, 85100.07, 11851.43, 114355.26
jp50, 29, 3, 73969.96, 90666.78, 10450.44, 114355.26
jp50, 30, 3, 80613.49, 95716.21, 10102.68, 116621.14
jp50, 31, 3, 85080.83, 99442.83, 9060.20, 121273.10
jp50, 32, 3, 89424.17, 103265.36, 8429.99, 132414.65
jp50, 33, 3, 95043.07, 106359.24, 7037.52, 132414.65
jp50, 34, 3, 98538.95, 109098.01, 5434.79, 132414.65
jp50, 35, 3, 103829.19, 111588.05, 4642.33, 132414.65
jp50, 36, 3, 107562.71, 113537.99, 4775.18, 132414.65
jp50, 37, 3, 110001.41, 115691.56, 5176.71, 132414.65
jp50, 38, 3, 110568.11, 118565.66, 6050.22, 134302.17
jp50, 39, 3, 113381.32, 120942.66, 6186.63, 135092.56
jp50, 40, 3, 114581.88, 123312.75, 6295.20, 135092.56
jp50, 41, 3, 117005.17, 125818.78, 5639.00, 135092.56
jp50, 42, 3, 120537.07, 128132.01, 4988.83, 136341.28
jp50, 43, 3, 122447.11, 130380.50, 3844.44, 137191.85
jp50, 44, 3, 125629.35, 132174.76, 2483.53, 137408.97
jp50, 45, 3, 130190.22, 133180.51, 1848.32, 137408.97
jp50, 46, 3, 131574.86, 134099.07, 1734.37, 137408.97
jp50, 47, 3, 132414.65, 134818.84, 1632.31, 137766.90
jp50, 48, 3, 132444.34, 135389.53, 1388.14, 137766.90
jp50, 49, 3, 133825.82, 135780.09, 1217.87, 137766.90
jp50, 50, 3, 134302.17, 136168.41, 1089.27, 137985.84
jp50, 51, 3, 134763.74, 136549.41, 890.73, 137985.84
jp50, 52, 3, 135183.07, 136962.43, 585.49, 137985.84
jp50, 53, 3, 136459.62, 137179.07, 424.89, 137985.84
jp50, 54, 3, 136621.58, 137282.40, 401.14, 137985.84
jp50, 55, 3, 136674.43, 137396.50, 352.01, 137985.84
jp50, 0, 4, -864177.13, -553063.80, 131550.51, -0.00
jp50, 1, 4, -721666.79, -521909.85, 111855.06, -0.00
jp50, 2, 4, -660553.84, -501905.51, 102671.35, -0.00
jp50, 3, 4, -625389.45, -471997.08, 92671.36, -0.00
jp50, 4, 4, -586712.19, -448846.44, 86945.08, -0.00
jp50, 5, 4, -570123.06, -436231.02, 82941.56, -0.00
jp50, 6, 4, -530365.92, -411386.81, 76969.14, -0.00
jp50, 7, 4, -499674.02, -392437.51, 72608.09, -0.00
jp50, 8, 4, -464745.43, -370464.04, 67675.11, -0.00
jp50, 9, 4, -450788.06, -355619.06, 68136.09, -0.00
jp50, 10, 4, -432764.28, -333061.50, 71214.21, -0.00
jp50, 11, 4, -414412.15, -318598.68, 66762.89, -0.00
jp50, 12, 4, -369832.52, -296472.07, 62351.23, -0.00
jp50, 13, 4, -353217.53, -278874.03, 67002.25, -0.00
jp50, 14, 4, -334335.08, -254460.85, 66320.94, -0.00
jp50, 15, 4, -314521.01, -238225.34, 61433.92, -0.00
jp50, 16, 4, -296125.47, -219488.91, 61630.46, -0.00
jp50, 17, 4, -257832.36, -202245.67, 69266.31, 31793.34
jp50, 18, 4, -253594.92, -177411.88, 85274.33, 31793.34
jp50, 19, 4, -236842.68, -141164.40, 96266.45, 31793.34
jp50, 20, 4, -217745.04, -108266.01, 97566.19, 41791.02
jp50, 21, 4, -198034.92, -55442.78, 86297.46, 41791.02
jp50, 22, 4, -148565.23, -12314.17, 57805.73, 43332.29
jp50, 23, 4, -53168.53, 16776.33, 22666.48, 55234.25
jp50, 24, 4, -0.00, 28371.29, 12862.91, 63721.06
jp50, 25, 4, 22385.41, 35833.02, 10029.35, 67151.40
jp50, 26, 4, 30011.00, 38751.19, 10501.70, 75625.95
jp50, 27, 4, 31072.99, 42268.60, 12337.57, 86971.19
jp50, 28, 4, 31344.43, 46434.07, 12762.90, 86971.19
jp50, 29, 4, 32951.45, 51157.22, 12427.29, 86971.19
jp50, 30, 4, 41582.52, 56655.62, 12520.53, 90621.82
jp50, 31, 4, 46254.57, 62076.52, 12069.46, 90621.82
jp50, 32, 4, 49739.50, 68067.00, 12557.76, 97101.02
jp50, 33, 4, 57558.76, 73750.83, 11057.90, 97101.02
jp50, 34, 4, 62996.63, 78655.74, 9320.56, 101482.35
jp50, 35, 4, 68187.56, 82198.19, 7523.10, 101482.35
jp50, 36, 4, 74934.11, 85475.31, 6435.27, 101482.35
jp50, 37, 4, 79094.03, 88591.51, 6022.56, 106413.73
jp50, 38, 4, 82060.62, 90923.08, 5750.82, 108208.91
jp50, 39, 4, 85260.83, 92564.32, 5291.70, 108208.91
jp50, 40, 4, 86971.19, 94196.97, 5171.69, 108208.91
jp50, 41, 4, 88643.27, 95864.35, 5129.78, 111867.21
jp50, 42, 4, 90435.75, 97959.00, 4695.30, 111867.21
jp50, 43, 4, 93742.61, 99807.93, 4251.93, 111867.21
jp50, 44, 4, 96223.39, 101768.30, 4300.56, 112205.15
jp50, 45, 4, 96696.34, 103186.88, 3710.54, 112205.15
jp50, 46, 4, 98625.51, 104609.46, 3458.76, 115903.17
jp50, 47, 4, 101627.77, 106309.77, 3404.06, 116127.62
jp50, 48, 4, 102705.59, 107550.84, 3276.51, 116127.62
jp50, 49, 4, 104625.00, 108843.92, 3174.55, 116127.62
jp50, 50, 4, 105333.86, 110176.32, 2956.40, 116146.89
jp50, 51, 4, 107073.92, 111659.93, 2723.03, 117176.82
jp50, 52, 4, 108667.78, 112414.28, 2432.76, 117176.82
jp50, 53, 4, 109871.01, 113530.21, 2125.28, 117176.82
jp50, 54, 4, 111253.13, 114223.61, 1895.38, 117176.82
jp50, 55, 4, 111867.21, 114882.93, 1660.88, 119106.85
jp50, 56, 4, 112857.24, 115678.53, 1293.81, 120410.72
jp50, 57, 4, 114344.89, 116162.94, 1085.11, 120410.72
jp50, 58, 4, 115091.58, 116501.44, 1129.90, 120410.72
jp50, 59, 4, 115539.66, 116914.86, 1317.43, 120410.72
jp50, 60, 4, 115903.17, 117493.33, 1432.45, 120410.72
jp50, 61, 4, 116100.28, 117957.87, 1437.42, 120410.72
jp50, 62, 4, 116666.87, 118456.83, 1387.76, 121249.37
jp50, 63, 4, 116844.40, 118819.04, 1266.39, 121249.37
jp50, 64, 4, 117176.82, 119266.80, 1147.69, 121249.37
jp50, 65, 4, 117828.35, 119777.90, 1028.79, 124554.00
jp50, 66, 4, 118765.96, 120298.88, 1357.09, 131053.33
jp50, 67, 4, 119082.77, 120484.35, 1350.84, 131053.33
jp50, 68, 4, 119507.03, 120727.58, 1313.97, 131053.33
jp50, 69, 4, 119891.39, 121098.63, 1796.89, 132459.32
jp50, 70, 4, 120348.92, 121420.94, 1945.33, 132459.32
jp50, 71, 4, 120348.92, 121788.98, 2345.43, 133500.74
jp50, 72, 4, 120410.72, 122473.80, 3277.60, 143955.20
jp50, 73, 4, 120636.83, 123351.68, 4083.46, 143955.20
jp50, 74, 4, 120878.01, 124325.04, 4459.49, 143955.20
jp50, 75, 4, 121249.37, 125529.26, 5217.87, 143955.20
jp50, 76, 4, 121249.37, 127636.98, 5656.57, 143955.20
jp50, 77, 4, 123325.47, 129509.75, 5731.08, 143955.20
jp50, 78, 4, 124554.00, 132642.01, 5881.54, 143955.20
jp50, 79, 4, 126651.49, 135172.11, 5126.15, 143955.20
jp50, 80, 4, 130259.37, 137363.15, 4378.92, 143955.20
jp50, 81, 4, 132459.32, 139213.52, 3375.79, 143955.20
jp50, 82, 4, 136994.04, 140999.47, 1780.70, 144126.46
jp50, 83, 4, 139147.99, 141711.82, 1275.37, 144126.46
jp50, 84, 4, 140212.04, 142181.04, 980.33, 144126.46
jp50, 85, 4, 141009.42, 142585.20, 733.04, 144126.46
jp50, 86, 4, 141793.74, 142804.14, 612.88, 144126.46
jp50, 87, 4, 142288.89, 143037.11, 528.42, 144755.94
jp50, 88, 4, 142442.08, 143174.03, 553.26, 144755.94
jp50, 89, 4, 142442.08, 143291.64, 535.45, 144755.94
jp50, 90, 4, 142721.75, 143468.77, 484.86, 144755.94
jp50, 91, 4, 142852.65, 143594.63, 445.78, 144755.94
jp50, 92, 4, 143336.61, 143750.81, 428.97, 144755.94
jp50, 93, 4, 143336.61, 143906.69, 500.75, 145816.27
jp50, 94, 4, 143336.61, 144035.92, 477.62, 145816.27
jp50, 95, 4, 143336.61, 144164.98, 463.57, 145901.04
jp50, 96, 4, 143775.66, 144309.52, 435.98, 145901.04
jp50, 97, 4, 143955.20, 144457.37, 484.31, 145901.04
jp50, 98, 4, 143955.20, 144588.55, 499.54, 145901.04
jp50, 99, 4, 144126.46, 144734.83, 521.49, 145901.04
jp50, 100, 4, 144126.46, 144819.25, 525.81, 145901.04
jp50, 0, 5, -892471.78, -549810.59, 122821.76, -0.00
jp50, 1, 5, -744871.93, -529274.33, 121246.79, -0.00
jp50, 2, 5, -670973.61, -496504.83, 131413.22, -0.00
jp50, 3, 5, -654435.72, -471890.86, 136866.23, -0.00
jp50, 4, 5, -620422.16, -448246.04, 145306.04, -0.00
jp50, 5, 5, -601840.76, -410350.35, 169700.72, 39948.32
jp50, 6, 5, -558141.68, -356972.87, 193314.33, 39948.32
jp50, 7, 5, -500064.40, -274187.40, 210137.80, 39948.32
jp50, 8, 5, -450065.00, -157912.50, 195764.61, 48701.76
jp50, 9, 5, -374357.46, -59333.16, 130825.65, 61062.28
jp50, 10, 5, -65690.03, 15112.96, 25009.13, 61062.28
jp50, 11, 5, -0.00, 31056.69, 13605.06, 61062.28
jp50, 12, 5, 19107.95, 37405.94, 9794.21, 61062.28
jp50, 13, 5, 30138.96, 43535.47, 9067.82, 75019.28
jp50, 14, 5, 38030.15, 48321.06, 9038.37, 75019.28
jp50, 15, 5, 39948.32, 52227.23, 8903.41, 77659.44
jp50, 16, 5, 41885.40, 55302.84, 7730.56, 77659.44
jp50, 17, 5, 48518.22, 58047.79, 7750.41, 79074.05
jp50, 18, 5, 51076.55, 61472.15, 7340.69, 79074.05
jp50, 19, 5, 55014.19, 64999.29, 7101.79, 79175.87
jp50, 20, 5, 59008.15, 68775.68, 6732.77, 82593.81
jp50, 21, 5, 60785.65, 71847.34, 5993.76, 82593.81
jp50, 22, 5, 65739.71, 74308.26, 4815.00, 83071.75
jp50, 23, 5, 70210.05, 77012.71, 3711.44, 87561.82
jp50, 24, 5, 74703.71, 78972.68, 3390.09, 95877.91
jp50, 25, 5, 76290.67, 80634.74, 3683.77, 96566.96
jp50, 26, 5, 77658.30, 81847.49, 3793.93, 96566.96
jp50, 27, 5, 78368.75, 83333.91, 4502.51, 101578.57
jp50, 28, 5, 80595.34, 85819.15, 6007.72, 111858.47
jp50, 29, 5, 81554.01, 87518.43, 6208.59, 111858.47
jp50, 30, 5, 82593.81, 89666.35, 6994.08, 111858.47
jp50, 31, 5, 83624.93, 92791.58, 7624.76, 111858.47
jp50, 32, 5, 86183.59, 96762.52, 7640.38, 114313.48
jp50, 33, 5, 89034.64, 99266.63, 7107.32, 114313.48
jp50, 34, 5, 92020.56, 102343.84, 6826.26, 119085.95
jp50, 35, 5, 95030.82, 104973.07, 6356.09, 119085.95
jp50, 36, 5, 98730.93, 107835.56, 5618.57, 120076.41
jp50, 37, 5, 101578.57, 110720.28, 4746.86, 122540.89
jp50, 38, 5, 105275.34, 112615.88, 4128.54, 122540.89
jp50, 39, 5, 109185.37, 114168.12, 3596.68, 122540.89
jp50, 40, 5, 110421.72, 115368.49, 3466.03, 125548.24
jp50, 41, 5, 112001.14, 117116.63, 3018.84, 125548.24
jp50, 42, 5, 113328.51, 117836.60, 2732.35, 125548.24
jp50, 43, 5, 114313.48, 118811.64, 2563.18, 127301.91
jp50, 44, 5, 116131.05, 119708.75, 2047.18, 127301.91
jp50, 45, 5, 117981.24, 120353.94, 1802.35, 127301.91
jp50, 46, 5, 118634.17, 120959.99, 1683.00, 127301.91
jp50, 47, 5, 119006.90, 121370.32, 1662.27, 127301.91
jp50, 48, 5, 119759.61, 121827.47, 1675.80, 127301.91
jp50, 49, 5, 120323.49, 122372.75, 1545.45, 127301.91
jp50, 50, 5, 120452.54, 122819.96, 1660.69, 127428.76
jp50, 51, 5, 121436.56, 123514.23, 1807.13, 129073.81
jp50, 52, 5, 122034.47, 124340.57, 1849.58, 129073.81
jp50, 53, 5, 122563.87, 125137.74, 1747.06, 129073.81
jp50, 54, 5, 123443.74, 125928.73, 1723.23, 130886.04
jp50, 55, 5, 123871.58, 126405.49, 1594.41, 130886.04
jp50, 56, 5, 124817.43, 126979.58, 1337.23, 130886.04
jp50, 57, 5, 125172.52, 127238.31, 1220.17, 130886.04
jp50, 58, 5, 125854.78, 127690.17, 1084.04, 130886.04
jp50, 59, 5, 126434.24, 128074.11, 1038.53, 130886.04
jp50, 60, 5, 127054.52, 128413.81, 1002.42, 130886.04
jp50, 61, 5, 127389.32, 128773.51, 1043.93, 131313.49
jp50, 62, 5, 127729.03, 129110.31, 1072.50, 131825.59
jp50, 63, 5, 127977.66, 129460.13, 1047.99, 131825.59
jp50, 64, 5, 128324.57, 129795.35, 993.45, 131825.59
jp50, 65, 5, 128706.46, 130189.59, 906.07, 131825.59
jp50, 66, 5, 129073.81, 130425.42, 796.77, 131825.59
jp50, 67, 5, 129473.96, 130739.89, 641.38, 131825.59
jp50, 68, 5, 130130.26, 130968.90, 516.64, 131825.59
jp50, 69, 5, 130415.03, 131197.29, 454.52, 131825.59
jp50, 70, 5, 130707.44, 131292.47, 415.58, 131825.59
jp50, 71, 5, 130886.04, 131391.33, 398.08, 131825.59
jp50, 0, 6, -850016.75, -536293.52, 126299.56, -0.00
jp50, 1, 6, -685825.59, -501113.46, 111184.97, -0.00
jp50, 2, 6, -655357.54, -480744.02, 104690.58, -0.00
jp50, 3, 6, -612896.62, -452768.25, 107800.41, -0.00
jp50, 4, 6, -578698.70, -421347.74, 115888.74, -0.00
jp50, 5, 6, -540504.33, -398246.33, 123954.24, 1837.28
jp50, 6, 6, -519332.75, -372076.80, 135329.37, 31926.81
jp50, 7, 6, -495127.77, -331523.76, 144525.84, 31926.81
jp50, 8, 6, -467392.48, -293403.31, 154555.93, 31926.81
jp50, 9, 6, -417764.25, -236891.60, 161781.06, 48240.43
jp50, 10, 6, -374079.56, -158928.24, 155152.98, 60566.39
jp50, 11, 6, -303175.12, -76474.96, 126575.84, 73931.87
jp50, 12, 6, -180041.09, -9281.49, 49642.59, 73931.87
jp50, 13, 6, -34915.53, 14575.08, 25375.29, 73931.87
jp50, 14, 6, -2560.37, 26120.74, 23878.66, 79886.73
jp50, 15, 6, 422.57, 37022.94, 21743.51, 79886.73
jp50, 16, 6, 14231.79, 48309.62, 16996.64, 93988.25
jp50, 17, 6, 33710.62, 57130.76, 13855.68, 94812.35
jp50, 18, 6, 45590.68, 62810.13, 14177.64, 101377.29
jp50, 19, 6, 48496.77, 69545.91, 14200.45, 105113.63
jp50, 20, 6, 57111.40, 75394.53, 12074.58, 105113.63
jp50, 21, 6, 62455.19, 80177.90, 11102.93, 105113.63
jp50, 22, 6, 70872.58, 84910.57, 9716.18, 107553.15
jp50, 23, 6, 75937.53, 89321.51, 8707.57, 107553.15
jp50, 24, 6, 79019.25, 92276.81, 8014.96, 107553.15
jp50, 25, 6, 84353.87, 95628.93, 6770.99, 107553.15
jp50, 26, 6, 88086.69, 98756.11, 5647.47, 107553.15
jp50, 27, 6, 92116.41, 100605.26, 4740.69, 114301.13
jp50, 28, 6, 95885.59, 103094.50, 3643.57, 114301.13
jp50, 29, 6, 99633.90, 104767.12, 2781.56, 114301.13
jp50, 30, 6, 102362.51, 105920.95, 2317.78, 114301.13
jp50, 31, 6, 103728.88, 106812.49, 2246.60, 114301.13
jp50, 32, 6, 104775.15, 107242.30, 2278.11, 114301.13
jp50, 33, 6, 105709.67, 108064.26, 2238.15, 114301.13
jp50, 34, 6, 106266.70, 108967.04, 2498.91, 114301.13
jp50, 35, 6, 106710.09, 109639.85, 2515.36, 114301.13
jp50, 36, 6, 107000.16, 110104.89, 2370.35, 114301.13
jp50, 37, 6, 107553.15, 110642.81, 2259.10, 114301.13
jp50, 38, 6, 107690.35, 111260.23, 2051.48, 114301.13
jp50, 39, 6, 108092.14, 111912.01, 1840.06, 114301.13
jp50, 40, 6, 110375.84, 112707.82, 1358.19, 114301.13
jp50, 41, 6, 111318.10, 113116.36, 1199.07, 115758.99
jp50, 42, 6, 111727.16, 113616.66, 1094.51, 115758.99
jp50, 43, 6, 112029.05, 114058.63, 934.28, 115758.99
jp50, 44, 6, 112446.22, 114331.45, 729.98, 115758.99
jp50, 45, 6, 113762.47, 114568.09, 665.22, 115758.99
jp50, 46, 6, 114160.26, 114829.28, 683.91, 115758.99
jp50, 47, 6, 114301.13, 115046.78, 753.71, 118109.33
jp50, 48, 6, 114301.13, 115264.15, 797.71, 118213.11
jp50, 49, 6, 114301.13, 115381.98, 851.80, 118721.49
jp50, 50, 6, 114301.13, 115729.12, 942.79, 118721.49
jp50, 51, 6, 114301.13, 115935.93, 1003.46, 118721.49
jp50, 52, 6, 114985.21, 116122.02, 1003.22, 118721.49
jp50, 53, 6, 115484.05, 116462.66, 1119.26, 118721.49
jp50, 54, 6, 115758.99, 116706.38, 1202.92, 118721.49
jp50, 55, 6, 115758.99, 117034.07, 1238.41, 118721.49
jp50, 56, 6, 115758.99, 117472.26, 1179.24, 118721.49
jp50, 57, 6, 115758.99, 117977.41, 2003.11, 135189.50
jp50, 58, 6, 116159.80, 118618.90, 2938.68, 135748.55
jp50, 59, 6, 117135.17, 119300.47, 3783.41, 135748.55
jp50, 60, 6, 117946.15, 120354.38, 5060.72, 135748.55
jp50, 61, 6, 118213.11, 121767.02, 5989.17, 135748.55
jp50, 62, 6, 118516.10, 123680.86, 6781.43, 135748.55
jp50, 63, 6, 118721.49, 125627.68, 7118.31, 135748.55
jp50, 64, 6, 118721.49, 128249.85, 6974.78, 135748.55
jp50, 65, 6, 118721.49, 130994.70, 5567.11, 135748.55
jp50, 66, 6, 126881.95, 133855.63, 2562.75, 139330.33
jp50, 67, 6, 130539.20, 134730.93, 1589.96, 139330.33
jp50, 68, 6, 133011.10, 135552.79, 1344.00, 139904.13
jp50, 69, 6, 134408.62, 136128.29, 1549.52, 139904.13
jp50, 70, 6, 135189.50, 136775.55, 1804.59, 139931.62
jp50, 71, 6, 135402.65, 137255.44, 1883.60, 140444.04
jp50, 72, 6, 135748.55, 137837.02, 1866.98, 140444.04
jp50, 73, 6, 135748.55, 138217.36, 1773.27, 140444.04
jp50, 74, 6, 135748.55, 138662.76, 1584.64, 140444.04
jp50, 75, 6, 135748.55, 139047.17, 1191.14, 140444.04
jp50, 76, 6, 136812.97, 139411.87, 673.69, 140444.04
jp50, 77, 6, 138836.16, 139622.21, 358.90, 140444.04
jp50, 0, 7, -868277.27, -535269.36, 131554.02, -0.00
jp50, 1, 7, -713578.79, -501239.80, 125252.11, -0.00
jp50, 2, 7, -687458.24, -483357.03, 116534.70, -0.00
jp50, 3, 7, -622630.54, -461276.88, 118420.12, -0.00
jp50, 4, 7, -593552.92, -434778.12, 127224.28, -0.00
jp50, 5, 7, -562510.47, -398268.03, 143252.56, -0.00
jp50, 6, 7, -549770.79, -369682.33, 151048.35, -0.00
jp50, 7, 7, -513046.27, -328300.79, 159457.52, 14793.26
jp50, 8, 7, -479972.17, -277036.48, 171613.59, 32539.58
jp50, 9, 7, -430427.93, -212925.99, 172026.27, 32539.58
jp50, 10, 7, -365376.95, -138404.55, 161604.26, 32539.58
jp50, 11, 7, -333034.66, -56021.19, 113349.29, 32539.58
jp50, 12, 7, -47156.27, 1731.07, 17767.01, 54531.98
jp50, 13, 7, -2411.87, 10503.79, 13466.71, 58231.77
jp50, 14, 7, -0.00, 17729.47, 15794.09, 58231.77
jp50, 15, 7, 1384.78, 25708.78, 16172.95, 88447.35
jp50, 16, 7, 12079.06, 33030.75, 17116.48, 97527.51
jp50, 17, 7, 18171.93, 41419.18, 17375.42, 97527.51
jp50, 18, 7, 23856.33, 49101.08, 16106.37, 97527.51
jp50, 19, 7, 36125.05, 58065.46, 15848.09, 98019.87
jp50, 20, 7, 45431.49, 66737.76, 16060.61, 108056.26
jp50, 21, 7, 51519.56, 75550.92, 14080.77, 108056.26
jp50, 22, 7, 65954.86, 84593.50, 11750.82, 108217.16
jp50, 23, 7, 72794.32, 89984.11, 10511.13, 115088.81
jp50, 24, 7, 80153.42, 95201.14, 8655.70, 115088.81
jp50, 25, 7, 88164.05, 100344.37, 6914.81, 116865.84
jp50, 26, 7, 94762.95, 103403.81, 5862.81, 118315.45
jp50, 27, 7, 97527.51, 106071.53, 5455.33, 119004.90
jp50, 28, 7, 100807.65, 108311.33, 5294.90, 130683.81
jp50, 29, 7, 103788.51, 110441.44, 4954.55, 130683.81
jp50, 30, 7, 106022.08, 112730.10, 5307.63, 130683.81
jp50, 31, 7, 107959.61, 114467.23, 5258.08, 131964.66
jp50, 32, 7, 108716.55, 117137.82, 5317.72, 132487.39
jp50, 33, 7, 113133.88, 119589.66, 4855.95, 132487.39
jp50, 34, 7, 115052.68, 121264.84, 4823.63, 132487.39
jp50, 35, 7, 116984.28, 123119.88, 4587.73, 132487.39
jp50, 36, 7, 118564.41, 124528.92, 4219.39, 132487.39
jp50, 37, 7, 119940.02, 125828.80, 3854.88, 132487.39
jp50, 38, 7, 121473.88, 127656.59, 3302.85, 134330.89
jp50, 39, 7, 124100.36, 129029.03, 2435.58, 134448.28
jp50, 40, 7, 126285.37, 130110.07, 2053.28, 134448.28
jp50, 41, 7, 128054.59, 130872.64, 2008.51, 135900.01
jp50, 42, 7, 129027.61, 131503.21, 1861.30, 135900.01
jp50, 43, 7, 129448.82, 132090.47, 1659.10, 135900.01
jp50, 44, 7, 130566.51, 132684.23, 1423.22, 135900.01
jp50, 45, 7, 130808.38, 133206.83, 1322.77, 136429.04
jp50, 46, 7, 132141.80, 133742.15, 1128.97, 136429.04
jp50, 47, 7, 132234.49, 133950.56, 1077.80, 136429.04
jp50, 48, 7, 132770.04, 134335.47, 1020.59, 136429.04
jp50, 49, 7, 133058.40, 134691.97, 940.07, 138037.66
jp50, 50, 7, 133905.50, 135159.87, 1010.18, 138037.66
jp50, 51, 7, 134100.99, 135404.74, 993.10, 138037.66
jp50, 52, 7, 134330.89, 135714.28, 965.94, 138037.66
jp50, 53, 7, 134340.72, 136015.20, 977.87, 139742.06
jp50, 54, 7, 135078.54, 136329.59, 985.29, 139930.05
jp50, 55, 7, 135405.24, 136545.19, 996.81, 139930.05
jp50, 56, 7, 135726.71, 136911.42, 1119.56, 141508.43
jp50, 57, 7, 135900.01, 137290.74, 1187.40, 141508.43
jp50, 58, 7, 135900.01, 137650.80, 1206.58, 141508.43
jp50, 59, 7, 136429.04, 137924.59, 1180.16, 141508.43
jp50, 60, 7, 136549.59, 138292.14, 1205.32, 141508.43
jp50, 61, 7, 137192.81, 138786.95, 1176.82, 141508.43
jp50, 62, 7, 137638.25, 139120.78, 1138.65, 141508.43
jp50, 63, 7, 138037.66, 139506.70, 1088.58, 141508.43
jp50, 64, 7, 138037.66, 139923.21, 931.58, 141937.46
jp50, 65, 7, 139125.18, 140385.80, 738.33, 142172.84
jp50, 66, 7, 139742.06, 140637.41, 675.73, 142172.84
jp50, 67, 7, 139821.77, 140739.81, 651.79, 142172.84
jp50, 68, 7, 139930.05, 140958.52, 608.84, 142172.84
jp50, 69, 7, 140230.54, 141201.16, 545.76, 142172.84
jp50, 70, 7, 140609.68, 141490.48, 515.93, 143142.30
jp50, 71, 7, 140870.55, 141662.97, 452.07, 143142.30
jp50, 72, 7, 141122.12, 141790.35, 431.59, 143290.44
jp50, 73, 7, 141268.11, 141910.84, 436.01, 143290.44
jp50, 74, 7, 141508.43, 142058.37, 450.44, 143361.32
jp50, 75, 7, 141508.43, 142171.21, 450.20, 143361.32
jp50, 76, 7, 141848.38, 142397.79, 468.64, 143423.21
jp50, 77, 7, 141937.46, 142578.26, 491.39, 143460.32
jp50, 78, 7, 142146.96, 142701.74, 481.09, 143532.58
jp50, 79, 7, 142172.84, 142857.49, 451.53, 143643.58
